X,responseid,age,sex_birth,gender_male,gender_female,gender_transm,gender_transf,gender_queernc,gender_nonbin,gender_selfID,race_black,race_ainaan,race_asian,race_his_temp,race_pi,race_mides,race_white,race_other,fincur,aca_impa,belong1,discrim,trans,cis
124990,R_2ZJLX9kOa2wSBZn,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,2,2,0,1
124993,R_3COV9dhVY9oDqfK,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,4,3,3,0,1
124994,R_Q9wfx82bpIMIMAp,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
124995,R_1j8thrc5sGdF21B,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,4,2,1,0,1
124996,R_3n7YVTPZQskzlU6,26,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,0,1
124997,R_2XiCVFF6yn6FBnI,21,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,0,1
124998,R_1ohd3LLdomvURcZ,45,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,3,4,2,0,1
124999,R_1H1A7edCpH1UudH,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,1,1,0,1
125000,R_3FJqM4RuZRptzPl,28,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,6,1,0,1
125001,R_aYiSP5flDUPslmV,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
125002,R_1OMNP24vFAdHeNr,28,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,4,4,0,1
125003,R_0xLpCiRoIjtzxU5,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,1,4,0,1
125004,R_2U2VYNKEeyXcm3d,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,3,3,1,0,1
125007,R_PzYV94L8gRVHZAJ,28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,4,4,2,0,1
125008,R_2trsvAjKykxVUaQ,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,4,1,0,1
125009,R_3IVIGuyn1MmdKct,29,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,0,1
125010,R_1PZqKLcuCDBaPuo,38,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,3,4,3,0,1
125011,R_1DwJwp10PFSfbT4,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,2,1,0,1
125012,R_eOEW8aM52PBoLmN,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
125013,R_3ndTjn489HMkcVu,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,5,1,0,1
125015,R_1DU6NeQpBmIBCbD,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,4,2,0,1
125017,R_9Mid0k54HsV2NRn,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,1,0,1
125018,R_2rZKun1Qg9XIMPP,27,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,3,0,1
125019,R_1hHap4JCU9tXPVb,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,4,1,0,1
125020,R_1IcjnLG3fJPLISf,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,6,2,0,1
125021,R_9vMTG5fAqwY4BvX,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,4,2,2,0,1
125023,R_3PCcA0y9GJ6oGPF,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,1,3,1,0,1
125025,R_1JY2yU7hGY9uXlO,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,2,1,0,1
125026,R_2ya5AKqSF47idZK,32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,5,2,0,1
125027,R_PZmdDRI9DlkS2Ot,30,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,2,1,0,1
125028,R_2PsYW4MFT5vZg6O,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,3,1,0,1
125029,R_3p3Wc2NbtHBMatv,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,4,1,0,1
125030,R_VJZAIjl0keNckdb,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,4,1,0,1
125031,R_SUfQKPuSgkEPH9L,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,4,1,0,1
125032,R_27TpLJjGh26n7Gh,41,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,2,1,0,1
125034,R_32Vlj00Mff96jsg,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,1,1,0,1
125035,R_2SjJyy6Vq6eTTIl,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,2,2,0,1
125036,R_1Fm6zqT4pLgKa6H,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,2,4,6,3,0,1
125037,R_2zOSQkfs57NEvSg,28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,2,1,0,1
125038,R_2R1Z6bijxlYu9nG,30,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,1,0,1
125039,R_1MWZubSbLzjBVaE,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,1,0,1
125040,R_2QuQhqn2InDUuM5,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,4,3,0,1
125041,R_AAMrkyOoIa1GAKZ,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,4,2,1,0,1
125042,R_6W0YBCkVU6b1Mu5,36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,5,2,0,1
125043,R_3G2K4Ac7ag0dd68,39,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,4,1,0,1
125044,R_eSfmv7yu0X9WcEN,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,6,2,0,1
125045,R_By1j6Vmwh5Am4St,33,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,5,1,0,1
125046,R_1FFHtF6Y1xEfrIN,24,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,4,1,0,1
125047,R_1DG3uXQvo1BNOe0,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,2,2,2,0,1
125048,R_C8hdGyE6u8pJ9HX,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,1,0,1
125049,R_3qU7fmOJPbGa9BP,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,1,0,1
125052,R_a60ZIwztRCsFVxn,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,6,1,0,1
125053,R_yVMtFGnrLGcWpgZ,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,6,3,0,1
125054,R_1OCXqMMMbzrU0Ii,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,5,3,0,1
125055,R_3FKA19unB1OkHIO,39,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,1,0,1
125056,R_u98QKejfrvd3nsR,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,2,5,2,0,1
125057,R_1MKTaOn6YFa9hkW,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,1,1,0,1
125058,R_WB7gs3DGJBsHWDf,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,5,0,1
125060,R_2uJnaYtGvwNzpgT,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,4,2,0,1
125061,R_22PxzrXPNN74fdz,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,3,1,0,1
125062,R_2w5ZotbZ4RRV5QU,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,4,1,0,1
125063,R_O0swaAyPw95zgiZ,22,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,4,5,6,0,1
125065,R_2rqplW2AwEPIfSY,28,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,3,3,0,1
125066,R_3O1uUUg2j54kfoB,30,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,3,2,0,1
125067,R_1ghyJ0spWZzskBR,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,2,2,0,1
125068,R_1j9cGLSEKCZczYg,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,0,1
125069,R_1FaFAiDpoARDhz2,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,2,1,0,1
125070,R_1C9LneiCS6Ni2PS,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,3,3,0,1
125071,R_usJ1rzgT7ROfZhn,19,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,0,1
125072,R_27vtMsubNk63HP0,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,4,1,0,1
125073,R_3Lhgbdoe2Qydqp5,26,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,3,1,0,1
125074,R_31BDU0L8bf3WAiw,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,4,1,0,1
125075,R_A6gW5KCmmtENn9f,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,2,1,0,1
125076,R_qPzQxA952J8uqtj,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,2,2,0,1
125077,R_2X0UKLHlZQI5mAW,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,5,1,0,1
125078,R_3QSoYgKdmrpU5gx,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,4,1,1,0,1
125079,R_3npTTOo1MvYLmGO,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,2,3,0,1
125080,R_3MMXBFO1IVlQoPT,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,5,1,0,1
125081,R_1JWyV2QnQ5XEp2b,20,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,0,1
125082,R_0oh02EwWMIzMQ5X,31,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,4,4,5,3,0,1
125083,R_1DNnDaEGbWmL9OM,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,4,2,2,0,1
125085,R_06R8mP2aSqZ4pxv,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,4,2,2,0,1
125086,R_2QllrKJfP9hyYCF,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,2,0,1
125087,R_qCtJhUp3ZrULYBz,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,4,1,0,1
125088,R_3EywePE6I3iqSin,28,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,3,1,0,1
125089,R_WxL7MulNxbOFfZT,28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,3,3,0,1
125092,R_bNjVvtBNcOqpPeF,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,1,0,1
125093,R_1dt1bkalurOlLFD,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,1,1,0,1
125094,R_2CCWL8HU7BiUDEc,21,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,0,1
125095,R_1FEakgrkgEedXwE,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,2,1,0,1
125097,R_2RNYPaIYgjye1Eu,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,3,2,3,3,0,1
125098,R_2Pd5cBJIF6VIxRx,28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,2,0,1
125099,R_2yd9tDv2tOvMWfE,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,3,4,0,1
125101,R_82s6md99zpL9cad,21,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,3,2,1,0
125102,R_XzlkwnTMZaGxWox,28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3,2,3,2,0,1
125103,R_Z8Z0aPXjAoqnNCh,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,6,3,0,1
125105,R_3D6cc4xjaz93zrK,32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,3,1,0,1
125106,R_3PUiuQLUjMSHrz9,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,2,1,0,1
125107,R_10SJyRtVlqx5nma,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,4,1,0,1
125108,R_3scZXgp6NbM6g5S,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,4,2,1,3,0,1
125109,R_1o0WK7EBPpuusTv,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,4,2,0,1
125110,R_3fW2NKBzVw2bOTl,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3,1,3,1,0,1
125112,R_r1EbE7Edl4Tkg4F,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,3,2,0,1
125113,R_27xI5yu72OYLdQJ,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,4,2,0,1
125114,R_Zqpmh3KQgYt5JU5,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,2,1,0,1
125115,R_2SfAQPs1WKJpgQ2,20,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,3,4,2,2,1,0
125117,R_3I6PN97KUbZ9guZ,35,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,6,2,0,1
125118,R_2YFGlUWkddwMa3F,33,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,5,1,0,1
125119,R_2YJKj5KNMcHGru2,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,1,0,1
125120,R_3ilKL2OybEmNgET,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,3,2,0,1
125121,R_Zz6aau3OiIrbhEB,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,2,2,0,1
125122,R_1eK4MlSTaJM4gCZ,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,0,1
125123,R_3E9VsAjn7rkwJ4c,18,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,4,3,2,1,0
125124,R_1hYkkETSWrqMnn5,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,4,1,0,1
125125,R_3fpoINQoR2l36bV,30,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,6,1,0,1
125128,R_2R8FqvWuTFRdl4c,34,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,5,1,0,1
125129,R_2QQIwcHO2pk7Xkn,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,2,1,0,1
125130,R_3hxx3oPCeywpKRk,27,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,3,2,1,0,1
125132,R_2RV47ke5BteHEXk,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,5,2,0,1
125134,R_3O6Ssm5FNGMlk7v,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,1,0,1
125135,R_2xY6j5GyjLyqPP6,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,4,5,4,0,1
125136,R_31XVr9KDlqi2xIA,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,5,1,0,1
125137,R_8plxsmq7SAZZrrj,36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,4,1,0,1
125138,R_2QERV4y5cKNprL2,31,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,5,1,0,1
125139,R_1DHUW3L3GUk61uJ,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,4,1,0,1
125140,R_1eOuneEeDmdk8Yx,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,3,4,4,0,1
125141,R_20YCXfqBeHdSGwQ,46,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,3,2,0,1
125142,R_R8hfYR0vLS0Ua2d,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,2,4,0,1
125143,R_3HYAYQUWq7gDMjm,29,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,4,1,0,1
125144,R_UaRVcSNUn2IUnvj,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,2,2,0,1
125145,R_w18Tf6yKQcrFTQl,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,3,1,0,1
125146,R_3excWdv3BaSyJ1u,32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,3,2,0,1
125147,R_2X0q6XzkpV5TB14,22,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,3,2,1,0
125148,R_3UXF4xZTfXC2nst,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,2,2,0,1
125149,R_1rPJLW5VtHW15VU,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
125150,R_SJef4Jp7o1piXpn,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,2,1,0,1
125151,R_1gSaJlAxI2VHDol,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,2,1,0,1
125152,R_s4PauvQg4ZYbzcR,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,5,3,2,1,0,1
125154,R_1LosobVzkrkjO7H,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,3,2,1,0,1
125155,R_2wN7x338SEu5hmF,32,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,3,2,3,1,0,1
125156,R_2ZQd2CQfH1BcZPM,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,6,4,0,1
125157,R_3Oiv3vcczm1DYyT,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,4,2,0,1
125158,R_2qEIcrmkumoTok8,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
125159,R_2tJxFWi5bizkdU0,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,4,4,2,0,1
125160,R_2z8SkT8rXBGeIsJ,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,5,1,0,1
125161,R_3lE1Dv6S2IVHmb9,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,2,3,3,0,1
125162,R_r1MFESLJiylxbKp,49,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,6,3,0,1
125163,R_3jd3bn0oMhadATN,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,4,5,2,0,1
125164,R_3lKASKk3UdTuSgr,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,3,1,0,1
125165,R_UQ6CiY1J6JQTwt3,21,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,0,1
125166,R_3CE4CTHg3oofajR,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,3,1,0,1
125167,R_8DrzsYyhU6h1NVn,19,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,0,1
125168,R_psWEzqpVB9tes01,24,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,6,2,0,1
125169,R_1oBTF0hoUrsGA4D,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,2,1,0,1
125170,R_278tqwzq4pqZ503,27,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,5,1,0,1
125171,R_2CkPZfWeNS9RkGl,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,6,1,0,1
125173,R_2cqnpzlTuTOOOaC,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,2,2,1,0,1
125174,R_1OIAcqjDw9j7Pfa,21,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,0,1
125175,R_WiIUIsCQkobp26d,27,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,4,2,0,1
125176,R_SUcBHMxCL6fLnrj,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,1,1,0,1
125178,R_zdletLpKSmd4W8F,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,5,1,0,1
125180,R_pT4VoifvwErYfol,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,2,0,1
125181,R_12ipf4Gu6gBRErY,28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,6,3,0,1
125182,R_3ozmFFGl2BxpiNi,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,4,1,0,1
125183,R_PGodtvPRsIgUHex,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,3,1,0,1
125185,R_3isf9KmMWXMXLJU,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,6,1,0,1
125187,R_27g5pn2HpLuvdWa,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,4,6,4,0,1
125188,R_YacdQ2AVaz6NrLH,30,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,3,1,0,1
125189,R_2w0PeOBQAdZQYXT,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,2,1,0,1
125190,R_2VfEWWxSU7UvJgV,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,6,6,0,1
125191,R_3IQzv8t3a8il7c9,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,2,1,0,1
125192,R_3p39YGgfOMaBatO,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,5,1,0,1
125193,R_Wwl9rciJUSCP1AJ,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,4,2,3,2,0,1
125194,R_3hFr5TbzG0cJtCa,28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,1,0,1
