X,responseid,age,sex_birth,gender_male,gender_female,gender_transm,gender_transf,gender_queernc,gender_nonbin,gender_selfID,race_black,race_ainaan,race_asian,race_his_temp,race_pi,race_mides,race_white,race_other,fincur,aca_impa,belong1,discrim,trans,cis
22561,R_RXOFqK6pUy3vBqp,24,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,5,1,0,1
22563,R_3KOCM08BZwPeX7x,24,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,1,0,1
22564,R_QaoapevBwDaSGGd,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,6,1,0,1
22565,R_1r39tA0vjA5Q325,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,5,1,0,1
22566,R_2cjvcAh5Rg7lIHO,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,3,1,0,1
22567,R_1Q5x29OAUwZYAT2,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,1,1,0,1
22568,R_3O2g6B2a2zvW8Cn,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,1,0,1
22569,R_1jPUJuYene6KQ0c,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,2,0,1
22570,R_1kM40Bu0nHZrCY9,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,2,0,1
22571,R_pT7hOKardMvB7s5,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,2,0,1
22574,R_2Qol0WGrpslMzj9,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,3,1,0,1
22575,R_3p3ermytiAVShut,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,3,1,2,1,0,1
22576,R_3fDArUgr0kDQ7MT,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,2,0,1
22577,R_2urfhnWPLt79lCp,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,2,1,0,1
22578,R_WvvQao0QiIJvAkN,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,3,2,0,1
22579,R_1f3dRaKICwNqHEz,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,2,0,1
22582,R_3n8jCqg3Ky9OxpD,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,3,4,3,3,0,1
22583,R_1o8goGrJgQmZvAw,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,2,1,0,1
22584,R_2RZYtVO9zW1EHM2,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,1,0,1
22585,R_27rIobALtBWaFiX,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,2,0,1
22586,R_1JWwHBTTx4fEeQR,21,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,0,1
22592,R_bdBbTYxdZm7docx,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,4,2,0,1
22593,R_udZzwt7nHAVAP61,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,1,1,0,1
22596,R_W9gZqbfkoBiK6SR,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,1,0,1
22597,R_2aWQnddeXjjFm96,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,2,3,1,0,1
22598,R_3QQo6pBIngl450q,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,4,2,0,1
22599,R_2X0rqCULiFwY4nx,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,3,1,0,1
22600,R_2TnLMvYHCCdWTY7,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,4,1,0,1
22603,R_1rqvkxNfw7Ze3iW,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,3,0,1
22604,R_3KUFog52eCyyqjH,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,1,0,1
22605,R_1DNC8C4UmtYJ45s,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,4,2,0,1
22606,R_2xFT239DyXh6sms,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,1,0,1
22607,R_28ScuBqtMR27PKA,35,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,1,0,1
22608,R_1Nag6uVsQ8N6np6,31,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,3,5,0,1
22609,R_1IfIkTI6TrELeoy,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,5,1,0,1
22611,R_3nVqdH1fabAChug,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,3,0,1
22614,R_XvN3t1kOfcJ3PQl,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,4,1,0,1
22616,R_1pZ3dIYodd9Ky5J,26,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,4,3,1,0
22617,R_BIZl7pYRvrHY8Q9,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,1,0,1
22618,R_1CBjEURx8yeDux2,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,2,2,0,1
22619,R_5ciTkMzHMHKXzUJ,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,4,2,0,1
22622,R_3JaxCWnRqTPAkNb,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,5,1,0,1
22623,R_DJgYVI5EGKggS1r,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,1,0,1
22624,R_129bBxk14xBXGg9,25,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,1,3,1,0,1
22626,R_bx7GHi7CBuYam0F,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,3,1,0,1
22627,R_1gMlpWj6F24A0mT,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
22628,R_1QAvmq1kwNEEPpb,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,3,1,0,1
22629,R_w78JVYCUvHdCsJr,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,5,1,0,1
22630,R_1oebTtHVTuCv3jt,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,1,0,1
22631,R_1GVLseOya8ft9zp,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,1,1,0,1
22632,R_2uIf55DhmjouCoj,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,2,2,0,1
22633,R_XSsGqmeWg1lsoMx,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,5,0,1
22634,R_1ib6ixympSBzSMf,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,4,1,0,1
22635,R_3e4fCInvDWnE4dY,33,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,2,0,1
22636,R_2YS9iSLWlq9dBGl,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,4,1,0,1
22637,R_33jY4Hj7Lz2Qz3t,49,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,5,1,0,1
22639,R_3racbNpVwmnCYal,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,1,0,1
22640,R_O3W4ndXgJxKGudz,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,4,1,0,1
22643,R_1Pbila841Ul4B3u,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,1,0,1
22644,R_1mW9nf91OTCPqtY,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,3,1,0,1
22645,R_2BbWwXggc7ZhurE,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,3,1,0,1
22646,R_2WHBspQSam3cswc,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,2,1,0,1
22649,R_23UyV4DLluU20gp,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,1,0,1
22652,R_3IXFAFIPFXd6VYK,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,4,4,0,1
22653,R_3kB9W45Co3urtTs,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,6,1,0,1
22654,R_0deqF2YhCByKXyV,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,2,1,0,1
22655,R_24zWTkSGYZL9IxT,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,1,0,1
22656,R_pQwbnGozdfiB9Lj,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,3,5,2,0,1
22657,R_3QQuv9L6zEEYQ27,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,4,3,0,1
22661,R_XMvJqXhmGf56X3b,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,1,0,1
22662,R_Q0VFw9EgdQ6HbTH,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,0,1
22663,R_1mFyFR5fSlNA0rj,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,5,1,0,1
22664,R_1ovz3SK6SStYnIM,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,1,1,0,1
22665,R_29poYtW1e1Rw4h2,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,5,1,0,1
22666,R_3HFHTC2hQ1QkwiF,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,2,1,0,1
22667,R_3HRq5tY4qIWlQhM,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,1,1,0,1
22671,R_ptOs2XgXs4scwiR,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,3,2,0,1
22672,R_2fANF4gsemXBmqO,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,2,1,0,1
22673,R_32KfKgneljObaxe,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,3,3,1,0,1
22676,R_e8UGTWrjzOiZn7H,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,3,1,0,1
22677,R_p5Vw2gSa0KgOAxP,40,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,2,0,1
22678,R_2tyvhSssm4QpsAz,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,5,2,0,1
22679,R_w7Cj3DTnwjqxXAl,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,3,2,0,1
22680,R_1r7bAPaxiAZA1yO,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,6,3,0,1
22681,R_3fQbIxSxlG8npF8,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,5,4,0,1
22682,R_2YAk7BOTBzn4J4l,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,2,0,1
22683,R_2qC0cjpJJ5CLGo1,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,1,1,0,1
22684,R_dgQQxhsXdosn5eN,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,3,3,1,0,1
22685,R_1JDwqRDO6WxjPmt,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,3,2,0,1
22686,R_3EbreZenAUgRvve,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,2,1,0,1
22687,R_1JJTNCTP4ARGjtU,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,5,1,0,1
22689,R_3EiP1ZL6LLkWmVb,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,2,1,0,1
22692,R_1IcTTxkA2qdUXXR,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,3,4,1,0,1
22693,R_31iwWh7mGPqqnkI,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,5,1,0,1
22695,R_3MtmTL2uPj0pKPO,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,4,1,0,1
22697,R_1rl7aNbJtNj6f4F,28,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,4,3,0,1
22699,R_3PixgUErEL1dWJp,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,2,3,1,0,1
22700,R_3PhIdfVHrF4533V,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,4,2,2,0,1
22701,R_2v6SdPLGb53sUs6,18,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,4,5,1,0
22702,R_1dH6H3vPrwvUCwk,21,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,4,1,3,1,0,1
22703,R_2tfD7KXlYlq3nfQ,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,5,1,0,1
22704,R_28zIST8HkA29gtO,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,5,1,0,1
22705,R_7VX7a88dJyy0cYp,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,1,0,1
22707,R_C9pJVBmbG6GGnzb,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,2,0,1
22708,R_Ubcmuk4R3dgCcbD,18,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,5,1,1,0
22709,R_1HizRZfOCiwXGUr,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,1,0,1
22710,R_1Nko4anByFifOLy,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,2,1,0,1
22711,R_tS2VxoNTinlrwOZ,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,3,6,0,1
22712,R_3fAyKez9rLy1CAc,32,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,1,0,1
22713,R_z3eTDFQltA7evfj,20,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,3,2,0,1
22714,R_1gBGUSLWlMgyKgs,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,4,6,3,0,1
22716,R_22obcPBe8jV1Qys,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,3,4,0,1
22718,R_2WMant0uoM544Fh,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,4,2,0,1
22719,R_Wcla10KkgS1LBBf,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,2,1,0,1
22720,R_306noZkQJMvXx74,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,1,0,1
22722,R_1jCU4t7Q8tT0FAQ,29,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,0,1
22727,R_AtvNlvWAZxzJuW5,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,2,1,0,1
22729,R_6PViY2MxBUIcRmF,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,5,3,0,1
22731,R_r1PaQYhWFVBCkIV,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,1,0,1
22734,R_1CrMca1O9fG1orr,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,3,2,0,1
22735,R_1o0jzeT2NOty9XG,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,2,2,0,1
22736,R_1F2I9VYLFKNV83S,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,1,0,1
22739,R_3RwFH0OU0yIsfJi,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,4,1,0,1
22740,R_2VeIKdUu8CZDIWU,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,2,1,0,1
22741,R_plYFRcr8KIn71tL,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,2,0,1
22742,R_2CvlyB6MNe2QeJG,28,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,3,1,0,1
22744,R_3ISK5aL4xGzaf3e,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,2,0,1
22745,R_3gTJsPMUfhjBRWP,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,5,1,0,1
22746,R_1ikhNLQ5sYc4sqK,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,3,0,1
22747,R_yVKxPgXPb8dMyyt,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,4,3,3,0,1
22750,R_2QnADmbk925es2o,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,5,1,0,1
22751,R_2tDrUl775XAzYaW,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,1,0,1
22752,R_rrRyaUXO2CeTSzT,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,3,2,0,1
22753,R_1MLiPpjKrwArisw,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,1,0,1
22755,R_1k1EbVZ7r4kZYxV,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,1,0,1
22756,R_25KiQRVQ9aLxbYM,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,2,1,0,1
22757,R_2OZswO3KnQdYia9,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,1,0,1
22758,R_3nHEA6bDnBB8rvS,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
22759,R_Xq8yurNOPkUVipz,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,4,1,0,1
22760,R_1j9Tka9Ii8iy3Hg,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,1,3,0,1
22761,R_1mQ5v6qzFB61ZGr,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,2,2,0,1
22762,R_2xEml5vV8ByCuPO,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,3,0,1
22763,R_6FfqU5HIMN57Asx,34,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,6,5,0,1
22764,R_3dVYEDDhWikPEcK,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,5,4,0,1
22766,R_2ZKB8mbKoNoBenJ,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,2,1,0,1
22767,R_SE0kBPsZwPGW8md,34,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
22768,R_4SZP5K93iU3JL3P,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
22769,R_3MsCdzHuanEq6o7,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,5,3,0,1
22770,R_239IS1wuAZgtmB6,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,3,2,0,1
22771,R_5608YhWRGYZgGch,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,4,2,0,1
22773,R_3HnQ7XYYvMDWYL9,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,5,1,0,1
22774,R_1H00RFEofODQeV2,38,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,2,1,0,1
22776,R_1dAI59YXn4lxwix,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,6,3,0,1
22777,R_3J32qSDHoaoTKhD,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,5,1,0,1
22778,R_23789SKObFrCXx4,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,6,1,0,1
22780,R_1q3MT0KhPzD0Mkt,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,1,1,0,1
22781,R_10TqfZrZfgvulA8,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,3,1,0,1
22782,R_2zAzgQHcXrSFkLS,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,1,1,0,1
22783,R_25MDP6ixO4w7uhf,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3,3,1,3,0,1
22785,R_W0TiE0cZNyc5ftn,39,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,5,1,0,1
22786,R_BXtUFyQMgJTjXSV,18,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,3,4,3,3,1,0
22788,R_2v7VjNTSuZNTu0Z,39,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,3,6,1,0,1
22789,R_WDQTFzUcX1fubf3,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,3,0,1
22792,R_dbSA9FifUY82qn7,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,4,2,0,1
22793,R_1Nt7Hx7hTDjRscR,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,3,1,0,1
22794,R_1rIx6lBk7nFxKhi,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,2,0,1
22795,R_5p6q1qPAvB8UX2F,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,1,1,0,1
22796,R_31HHF4FcnPoXE8H,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,1,0,1
22797,R_2QKYEuRSrtpvEhs,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,2,2,1,0,1
22800,R_2UaxgRihDFJdGn1,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,1,0,1
22801,R_2UcqsoCfh5z7HOK,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3,2,3,1,0,1
22802,R_1gUcmRLysFFH3MV,28,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,2,1,0,1
22803,R_27VcP4N9359eQBR,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,2,0,1
22804,R_1K9gpdN8HlWpCjK,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,4,4,0,1
22807,R_3HMQ6RWo33HP0Jj,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,4,4,0,1
